id,trip_id,date,city,city_clean,city_status,has_description,themes,description
ACT-000704,TRIP-96787,2020-02-12,Dubai,Dubai,limpo,True,Arte & Museus|Compras|Vida Noturna|Bem-estar,"Neste dia livre, recomendamos visita ao Dubai Museum para entender a rápida transformação da cidade. À tarde, experiência de compras no Dubai Mall. Para encerrar, o show de fontes dançantes em frente ao Burj Khalifa."
ACT-003631,TRIP-77278,2021-04-27,Dubai,Dubai,limpo,True,Gastronomia|Natureza & Paisagem|Aventura,"Neste dia, recomendamos visita ao Dubai Mall e ao complexo Burj Khalifa. À tarde, excursão ao deserto com passeio de camelo e jantar ao ar livre sob as estrelas. Uma experiência única que contrasta com a modernidade da cidade."
ACT-004635,TRIP-10632,2022-02-20,Chegada e check-in em Tokyo,Tokyo,normalizado,True,Natureza & Paisagem,"Neste dia, recomendamos começar pelo bairro de Harajuku e a famosa Takeshita Street. Em seguida, Meiji Shrine, santuário xintoísta em plena floresta urbana. À tarde, passeio por Omotesando e Shibuya, culminando no famoso cruzamento."
ACT-003575,TRIP-73605,2018-08-21,Marrakech,Marrakech,limpo,False,,
ACT-004477,TRIP-50976,2023-06-05,Nova York,Nova York,limpo,True,Gastronomia,"Neste dia, recomendamos visita à Estátua da Liberdade e à Ellis Island pela manhã. À tarde, exploração do bairro de Lower Manhattan — Wall Street, One World Observatory e o 9/11 Memorial. Jantar no bairro de Tribeca."
ACT-002465,TRIP-41594,2020-12-04,Barcelona,Barcelona,limpo,True,Arte & Museus|Compras,"Neste dia, recomendamos começar pelo Bairro Gótico e seu labirinto de ruelas medievais. Em seguida, Mercado de La Boqueria. À tarde, visita à Casa Batlló e à Pedrera, as obras modernistas de Gaudí na Passeig de Gràcia."
ACT-003250,TRIP-12285,2019-09-20,Miami,Miami,limpo,True,Arte & Museus|Praia & Mar|Compras|Romance,"Pela manhã, exploração do Coconut Grove, bairro boêmio com lojas e cafés charmosos. À tarde, visita ao Vizcaya Museum & Gardens, uma villa italiana do século XX às margens da Baía. Para encerrar, cocktail ao pôr do sol em rooftop."
ACT-004244,TRIP-36448,2019-05-03,Londres,Londres,limpo,True,História & Cultura|Aventura,"Pela manhã, visita ao Palácio de Buckingham com possibilidade de assistir à Troca da Guarda Real. Em seguida, caminhada por St. James's Park até Westminster — Big Ben, Parlamento e Abadia de Westminster na mesma região. À tarde, London Eye e passeio pela South Bank."
ACT-001040,TRIP-79964,2022-11-21,Veneza,Veneza,limpo,False,,
ACT-002302,TRIP-93479,2019-04-12,Buenos Aires,Buenos Aires,limpo,True,Gastronomia|História & Cultura|Natureza & Paisagem|Compras|Vida Noturna,"<p>Pela manhã, visita ao bairro de La Boca e sua famosa Caminito, com suas casas coloridas e tango nas ruas. Em seguida, San Telmo e seu mercado de antiguidades. À tarde, Recoleta e o famoso cemitério histórico. Jantar com show de tango ao vivo.</p>"
ACT-002421,TRIP-91509,2018-06-14,Amsterdam,Amsterdam,limpo,True,Gastronomia|Arte & Museus|História & Cultura|Praia & Mar|Arquitetura,"Pela manhã, visita ao Rijksmuseum, com as obras-primas de Rembrandt e Vermeer. Em seguida, passeio de barco pelos canais históricos. À tarde, Casa de Anne Frank — uma visita emocionante e necessária. Jantar em restaurante holandês contemporâneo."
ACT-003826,TRIP-29518,2021-07-14,Tokyo,Tokyo,limpo,True,Gastronomia|Natureza & Paisagem|Aventura,"Para este dia, sugerimos excursão ao Monte Fuji e ao Lago Ashi, com vista para o vulcão mais famoso do Japão. De volta a Tóquio, jantar de sushi omakase em restaurante tradicional."
ACT-002760,TRIP-52436,2022-11-05,Nova York,Nova York,limpo,True,Gastronomia,"Neste dia, recomendamos visita à Estátua da Liberdade e à Ellis Island pela manhã. À tarde, exploração do bairro de Lower Manhattan — Wall Street, One World Observatory e o 9/11 Memorial. Jantar no bairro de Tribeca."
ACT-002823,TRIP-13735,2018-01-11,Cairo,Cairo,limpo,True,História & Cultura,"Neste dia, recomendamos visita a Sacara e à pirâmide de degraus de Zoser, a mais antiga do mundo. Em seguida, Mênfis, a antiga capital do Egito. À tarde, passeio pelo bazar Khan el-Khalili, o mais famoso do Cairo."
ACT-001920,TRIP-22697,2019-08-01,Nova York,Nova York,limpo,False,,
ACT-000655,TRIP-21322,2020-05-11,Lisboa,Lisboa,limpo,True,Gastronomia|Natureza & Paisagem|Praia & Mar|Arquitetura,"Pela manhã, visita ao Parque das Nações, moderno bairro ribeirinho com arquitetura contemporânea. À tarde, barco pelo Rio Tejo até Cacilhas para uma vista única sobre Lisboa. Para encerrar, jantar de peixe fresco com vista para o rio."
ACT-002416,TRIP-96190,2022-07-16,Nova York,Nova York,limpo,False,,
ACT-003867,TRIP-94191,2018-08-18,Florença,Florença,limpo,True,Arte & Museus,"Neste dia, recomendamos a Galleria dell'Accademia para ver o David de Michelangelo. Em seguida, visita ao Palazzo Vecchio e à Piazza della Signoria. À tarde, passeio pelo bairro de Santo Spirito e suas adegas tradicionais."
ACT-001170,TRIP-47475,2021-05-25,Nova York,Nova York,limpo,True,Arte & Museus|História & Cultura|Natureza & Paisagem|Vida Noturna,"Pela manhã, Harlem e seus murais históricos. Visita à Apollo Theater. À tarde, Museum of Modern Art — MoMA. Para encerrar, cocktail em rooftop bar com vista para o skyline de Manhattan ao anoitecer."
ACT-000659,TRIP-40539,2018-07-01,Barcelona,Barcelona,limpo,False,,
ACT-004007,TRIP-82521,2018-05-03,Miami,Miami,limpo,True,Arte & Museus|Praia & Mar|Compras|Romance,"Pela manhã, exploração do Coconut Grove, bairro boêmio com lojas e cafés charmosos. À tarde, visita ao Vizcaya Museum & Gardens, uma villa italiana do século XX às margens da Baía. Para encerrar, cocktail ao pôr do sol em rooftop."
ACT-002816,TRIP-84000,2019-04-06,Atenas,Atenas,limpo,True,Arte & Museus|História & Cultura,"Pela manhã, visita à Acrópole e ao Partenon, símbolo máximo da civilização grega. Em seguida, Museu da Acrópole, um dos mais modernos da Europa. À tarde, passeio pelo bairro de Plaka, com suas casinhas coloridas e tavernas tradicionais."
ACT-004063,TRIP-40645,2023-10-12,Paris,Paris,limpo,True,História & Cultura|Praia & Mar|Aventura,"Pela manhã, visita ao Musée d'Orsay, com sua impressionante coleção impressionista. À tarde, passeio de barco pelo Sena passando pelas principais pontes históricas da cidade. Encerrem o dia com uma caminhada pelo bairro de Saint-Germain-des-Prés."
ACT-003153,TRIP-52036,2022-09-05,Florença,Florença,limpo,True,Gastronomia|História & Cultura|Aventura,"Para este dia, sugerimos uma excursão à Toscana: vinhedos de Chianti, vila medieval de Siena e San Gimignano com suas torres medievais. Almoço em fazenda local com degustação de azeite e vinho."
ACT-002150,TRIP-20198,2020-02-04,Marrakech,Marrakech,limpo,True,Gastronomia|Natureza & Paisagem,"Pela manhã, exploração dos souks da Medina — especiarias, tapetes, cerâmicas e couro tradicional. Visita à Medersa Ben Youssef. À tarde, Jardim Majorelle, oásis de azul e verde em plena cidade. Para encerrar, jantar na Praça Djemaa el-Fna."
ACT-000877,TRIP-19760,2021-03-22,3º Dia - Madrid,Madri,normalizado,True,História & Cultura,"Neste dia, recomendamos começar pela Plaza Mayor, centro histórico de Madri. Em seguida, visita ao Palácio Real e seus jardins. À tarde, passeio pelo bairro de La Latina com suas tascas tradicionais. Para encerrar, flamenco ao vivo."
ACT-003234,TRIP-54220,2022-11-27,Barcelona,Barcelona,limpo,True,Gastronomia|Arte & Museus|Natureza & Paisagem|Aventura,"Pela manhã, visita à Sagrada Família, a obra-prima inacabada de Gaudí. À tarde, passeio pelo Parque Güell com suas esculturas coloridas e vista para a cidade. Para encerrar, caminhada pelas Ramblas e jantar no bairro gótico."
ACT-000467,TRIP-61518,2018-03-18,Londres,Londres,limpo,True,Arte & Museus,"Para este dia, sugerimos o Museu Britânico pela manhã — uma das maiores coleções do mundo. À tarde, passeio por Notting Hill e visita ao Portobello Road Market. Para encerrar, teatro no West End."
ACT-001946,TRIP-80866,2018-08-22,Miami,Miami,limpo,True,Arte & Museus|Praia & Mar|Compras|Romance,"Pela manhã, exploração do Coconut Grove, bairro boêmio com lojas e cafés charmosos. À tarde, visita ao Vizcaya Museum & Gardens, uma villa italiana do século XX às margens da Baía. Para encerrar, cocktail ao pôr do sol em rooftop."
ACT-001596,TRIP-96246,2023-05-20,Buenos Aires,Buenos Aires,limpo,True,Gastronomia|Natureza & Paisagem,"Neste dia, recomendamos começar pelo bairro de Palermo com seus parques, bares e restaurantes modernos. À tarde, Puerto Madero, a doca renovada às margens do Rio da Prata. Para encerrar, churrascaria argentina — uma experiência gastronômica imperdível."
ACT-001119,TRIP-27677,2023-03-25,01 Ingresso Disney World - Data Fixa,,desconhecido,True,Gastronomia|Arte & Museus|Compras,"Neste dia, recomendamos o Museu Van Gogh pela manhã. À tarde, exploração do bairro de Jordaan, com suas boutiques e cafés. Para encerrar, degustação de queijos e genebre em estabelecimento tradicional."
ACT-000386,TRIP-17852,2021-02-23,Istambul,Istambul,limpo,True,Gastronomia|Natureza & Paisagem|Compras,"Neste dia, recomendamos o Grand Bazaar pela manhã — um dos maiores mercados cobertos do mundo. À tarde, passeio pelo bairro de Beyoğlu e subida à Torre de Gálata. Para encerrar, jantar de culinária otomana com vista para o Chifre de Ouro."
ACT-002229,TRIP-28844,2018-05-03,Milão,Milão,limpo,True,Gastronomia|Arte & Museus,"Para este dia, sugerimos visita à Pinacoteca di Brera, com obras do Renascimento italiano. À tarde, passeio pelo bairro de Brera e suas galerias de arte. Jantar em osteria tradicional com culinária da Lombardia."
ACT-002214,TRIP-47172,2020-04-17,Istambul,Istambul,limpo,True,História & Cultura|Praia & Mar|Aventura,"<p>Pela manhã, visita à Mesquita Azul e à Basílica de Santa Sofia, dois monumentos a poucos metros um do outro. Em seguida, Palácio de Topkapi. À tarde, cruzeiro pelo Bósforo para ver a cidade dos dois lados — Europa e Ásia.</p>"
ACT-000927,TRIP-21869,2021-09-17,Nova York,Nova York,limpo,True,Gastronomia,"Neste dia, recomendamos visita à Estátua da Liberdade e à Ellis Island pela manhã. À tarde, exploração do bairro de Lower Manhattan — Wall Street, One World Observatory e o 9/11 Memorial. Jantar no bairro de Tribeca."
ACT-001993,TRIP-83727,2023-03-03,Veneza,Veneza,limpo,True,Arte & Museus|História & Cultura|Praia & Mar|Romance|Aventura,"Pela manhã, visita à Basílica de São Marcos e ao Palácio Ducal na Piazza San Marco. Em seguida, travessia de gôndola pelos canais mais charmosos da cidade. À tarde, excursão às ilhas de Murano, famosa pelo vidro artesanal, e Burano, com suas casas coloridas."
ACT-000119,TRIP-44099,2021-03-02,Marrakech,Marrakech,limpo,True,Gastronomia|Natureza & Paisagem,"Pela manhã, exploração dos souks da Medina — especiarias, tapetes, cerâmicas e couro tradicional. Visita à Medersa Ben Youssef. À tarde, Jardim Majorelle, oásis de azul e verde em plena cidade. Para encerrar, jantar na Praça Djemaa el-Fna."
ACT-002005,TRIP-58777,2023-11-07,Milão,Milão,limpo,True,Gastronomia|Arte & Museus,"Para este dia, sugerimos visita à Pinacoteca di Brera, com obras do Renascimento italiano. À tarde, passeio pelo bairro de Brera e suas galerias de arte. Jantar em osteria tradicional com culinária da Lombardia."
ACT-000638,TRIP-41278,2023-07-24,Lisboa,Lisboa,limpo,True,Arte & Museus|História & Cultura|Compras,"Para este dia, sugerimos começar pela Avenida da Liberdade, com suas lojas de luxo. Em seguida, visita ao Chiado e ao Museu do Azulejo. À tarde, passeio de elétrico histórico pelas ruas íngremes da cidade."
ACT-004873,TRIP-54917,2018-05-27,Marrakech,Marrakech,limpo,True,Gastronomia|Arte & Museus|História & Cultura|Natureza & Paisagem|Aventura,"Neste dia, recomendamos uma excursão às Montanhas Atlas e ao deserto de Agafay. Almoço berbere em acampamento de luxo. De volta a Marrakech, visita ao Palácio Bahia e ao Museu de Marrakech."
ACT-003509,TRIP-15786,2021-08-01,Roma,Roma,limpo,True,Arte & Museus|História & Cultura|Compras|Bem-estar,"Neste dia livre, recomendamos o mercado Campo de' Fiori pela manhã, seguido de visita ao Castelo Sant'Angelo. À tarde, passeio pelas ruas do centro histórico e visita à Igreja de São Luís dos Franceses, com as obras de Caravaggio."
ACT-001719,TRIP-40997,2019-10-19,Roma,Roma,limpo,False,,
ACT-003813,TRIP-15586,2019-07-17,Lisboa,Lisboa,limpo,True,Gastronomia|Natureza & Paisagem|Praia & Mar|Arquitetura,"Pela manhã, visita ao Parque das Nações, moderno bairro ribeirinho com arquitetura contemporânea. À tarde, barco pelo Rio Tejo até Cacilhas para uma vista única sobre Lisboa. Para encerrar, jantar de peixe fresco com vista para o rio."
ACT-004984,TRIP-51713,2020-04-13,Paris,Paris,limpo,True,Arte & Museus|Natureza & Paisagem,"Neste dia, sugerimos começar pelo Museu do Louvre — reservem ao menos duas horas para apreciar as coleções. Em seguida, caminhem pelas Tulherias até a Place de la Concorde. À tarde, subida ao Arco do Triunfo para vista panorâmica da Champs-Élysées."
ACT-004589,TRIP-78922,2019-05-13,Roma,Roma,limpo,True,História & Cultura|Natureza & Paisagem,"Pela manhã, recomendamos visita ao Coliseu e ao Fórum Romano — o coração da Roma Antiga. À tarde, subam ao Monte Palatino para uma vista privilegiada sobre os vestigios imperiais. Para encerrar, passeio noturno até a Fontana di Trevi."
ACT-003846,TRIP-38094,2023-03-01,Miami,Miami,limpo,False,,
ACT-002611,TRIP-46564,2023-05-06,Wedding Day,,marcador_operacional,True,Gastronomia|História & Cultura|Natureza & Paisagem,"Pela manhã, exploração da Via Appia Antica, a mais antiga das estradas romanas. Almoço em tratoria local. À tarde, visita às Catacumbas de São Calisto. Para encerrar, aperitivo com vista para os Foros Imperiais iluminados."
ACT-001657,TRIP-36462,2019-02-28,Florença,Florença,limpo,True,Arte & Museus,"Neste dia, recomendamos a Galleria dell'Accademia para ver o David de Michelangelo. Em seguida, visita ao Palazzo Vecchio e à Piazza della Signoria. À tarde, passeio pelo bairro de Santo Spirito e suas adegas tradicionais."
ACT-001211,TRIP-73110,2018-11-05,Buenos Aires,Buenos Aires,limpo,True,Gastronomia|Natureza & Paisagem,"Neste dia, recomendamos começar pelo bairro de Palermo com seus parques, bares e restaurantes modernos. À tarde, Puerto Madero, a doca renovada às margens do Rio da Prata. Para encerrar, churrascaria argentina — uma experiência gastronômica imperdível."
ACT-002942,TRIP-96309,2022-06-15,Cairo,Cairo,limpo,True,Gastronomia|Arte & Museus|História & Cultura|Natureza & Paisagem|Praia & Mar,"Pela manhã, visita às Pirâmides de Gizé e à Esfinge — as únicas maravilhas do mundo antigo ainda de pé. Almoço com vista para as pirâmides. À tarde, Museu Egípcio do Cairo, com as máscaras e tesouros de Tutancâmon."
ACT-003281,TRIP-79947,2023-03-05,Orlando,Orlando,limpo,True,Natureza & Paisagem|Parques Temáticos,"Para este dia, sugerimos o parque Universal Studios com seus mundos temáticos imersivos. Destaque para a área de Harry Potter — Hogsmeade e Diagon Alley. À tarde, Islands of Adventure com as montanhas-russas mais emocionantes."
ACT-003958,TRIP-43343,2019-05-09,Free Day,,marcador_operacional,True,Gastronomia|Arte & Museus|História & Cultura|Natureza & Paisagem|Aventura,"Neste dia, recomendamos uma excursão às Montanhas Atlas e ao deserto de Agafay. Almoço berbere em acampamento de luxo. De volta a Marrakech, visita ao Palácio Bahia e ao Museu de Marrakech."
ACT-000143,TRIP-86225,2019-05-22,Istambul,Istambul,limpo,True,Gastronomia|História & Cultura|Praia & Mar|Compras|Romance,"Para este dia, sugerimos travessia de balsa para o lado asiático — bairro de Kadıköy e seu mercado gastronômico. À tarde, Palácio de Dolmabahçe, à beira do Bósforo. Para encerrar, cruzeiro ao pôr do sol com drinques."
ACT-002422,TRIP-78287,2018-04-05,BUENOS AIRES,Buenos Aires,normalizado,True,Gastronomia|Natureza & Paisagem,"Neste dia, recomendamos começar pelo bairro de Palermo com seus parques, bares e restaurantes modernos. À tarde, Puerto Madero, a doca renovada às margens do Rio da Prata. Para encerrar, churrascaria argentina — uma experiência gastronômica imperdível."
ACT-000288,TRIP-94599,2019-06-12,Amsterdam,Amsterdam,limpo,True,Gastronomia|Natureza & Paisagem|Compras,"Para este dia, sugerimos aluguel de bicicletas para explorar a cidade como os locais. Visita ao Vondelpark e ao mercado Albert Cuyp. À tarde, exploração do bairro de De Pijp. Jantar com vista para o canal Prinsengracht."
ACT-001569,TRIP-69110,2020-04-20,Paris,Paris,limpo,True,Gastronomia|História & Cultura|Aventura|Bem-estar|Arquitetura,"Para este dia livre, recomendamos uma excursão ao Palácio de Versalhes, a cerca de 40 minutos de Paris. Os jardins geométricos e os salões dourados são imperdíveis. De volta à cidade, passeio pelo bairro do Marais e jantar em restaurante contemporâneo."
ACT-003988,TRIP-58504,2021-03-01,Paris | São Paulo,Paris,normalizado,True,História & Cultura|Praia & Mar|Aventura,"Pela manhã, visita ao Musée d'Orsay, com sua impressionante coleção impressionista. À tarde, passeio de barco pelo Sena passando pelas principais pontes históricas da cidade. Encerrem o dia com uma caminhada pelo bairro de Saint-Germain-des-Prés."
ACT-002546,TRIP-42763,2019-08-19,Orlando,Orlando,limpo,True,Natureza & Paisagem|Vida Noturna|Parques Temáticos,"Neste dia mágico, recomendamos visita ao Magic Kingdom — o parque mais emblemático do mundo. Comecem cedo para aproveitar as principais atrações antes das filas. À tarde, parada para o tradicional desfile e, ao anoitecer, o espetáculo de fogos de artifício."
ACT-000948,TRIP-71789,2019-08-20,Nova York,Nova York,limpo,True,Gastronomia|Arte & Museus|Vida Noturna|Aventura,"Pela manhã, caminhada pelo Central Park até o Metropolitan Museum of Art. Almoço no Upper East Side. À tarde, descida pela 5ª Avenida com visita ao Rockefeller Center. Para encerrar, espetáculo na Broadway."
ACT-001896,TRIP-47401,2022-04-10,Marrakech,Marrakech,limpo,True,Gastronomia|Natureza & Paisagem,"Pela manhã, exploração dos souks da Medina — especiarias, tapetes, cerâmicas e couro tradicional. Visita à Medersa Ben Youssef. À tarde, Jardim Majorelle, oásis de azul e verde em plena cidade. Para encerrar, jantar na Praça Djemaa el-Fna."
ACT-004553,TRIP-26310,2020-01-12,Nova York,Nova York,limpo,True,Arte & Museus|História & Cultura|Natureza & Paisagem|Vida Noturna,"Pela manhã, Harlem e seus murais históricos. Visita à Apollo Theater. À tarde, Museum of Modern Art — MoMA. Para encerrar, cocktail em rooftop bar com vista para o skyline de Manhattan ao anoitecer."
ACT-000089,TRIP-49363,2023-02-24,Cairo,Cairo,limpo,True,História & Cultura,"<p>Neste dia, recomendamos visita a Sacara e à pirâmide de degraus de Zoser, a mais antiga do mundo. Em seguida, Mênfis, a antiga capital do Egito. À tarde, passeio pelo bazar Khan el-Khalili, o mais famoso do Cairo.</p>"
ACT-001201,TRIP-83745,2020-03-20,Veneza,Veneza,limpo,True,História & Cultura|Aventura,"Para este dia, sugerimos uma excursão a Verona, cidade de Romeu e Julieta, a apenas uma hora de Veneza. Visita ao anfiteatro romano, à Casa de Julieta e ao centro histórico medieval. De volta, aperitivo veneziano — cicchetti e Spritz."
ACT-003541,TRIP-38329,2020-04-07,Nova York,Nova York,limpo,True,Gastronomia|Arte & Museus|Vida Noturna|Aventura,"Pela manhã, caminhada pelo Central Park até o Metropolitan Museum of Art. Almoço no Upper East Side. À tarde, descida pela 5ª Avenida com visita ao Rockefeller Center. Para encerrar, espetáculo na Broadway."
ACT-004487,TRIP-79448,2019-04-04,Orlando,Orlando,limpo,True,Natureza & Paisagem|Vida Noturna|Parques Temáticos,"Neste dia mágico, recomendamos visita ao Magic Kingdom — o parque mais emblemático do mundo. Comecem cedo para aproveitar as principais atrações antes das filas. À tarde, parada para o tradicional desfile e, ao anoitecer, o espetáculo de fogos de artifício."
ACT-001391,TRIP-45043,2019-06-12,Check-in Madrid,Madri,normalizado,True,Gastronomia|Arte & Museus|Compras|Arquitetura,"Para este dia, sugerimos o Museu Thyssen-Bornemisza pela manhã. À tarde, exploração do bairro de Malasaña, cheio de lojas vintage e cafés criativos. Jantar em restaurante de gastronomia contemporânea madrilena."
ACT-002761,TRIP-30701,2021-03-28,Miami,Miami,limpo,True,Arte & Museus|Natureza & Paisagem|Praia & Mar|Compras|Bem-estar,"Neste dia, recomendamos começar pelo Pérez Art Museum Miami, com vista para a Biscayne Bay. Em seguida, passeio de barco pela Baía de Biscayne para ver as mansões de Star Island. À tarde, relaxamento em Bal Harbour com visita aos shoppings de luxo."
ACT-004660,TRIP-35251,2019-06-21,Londres,Londres,limpo,True,Gastronomia|História & Cultura,"Pela manhã, visita à National Gallery em Trafalgar Square. Em seguida, Piccadilly Circus e a famosa Fortnum & Mason. À tarde, passeio pelo Hyde Park e visita ao Palácio de Kensington. Jantar em South Kensington."
ACT-002267,TRIP-20455,2020-06-13,Nova York,Nova York,limpo,True,Gastronomia|Natureza & Paisagem|Compras,"Para este dia, sugerimos o Brooklyn pela manhã: DUMBO com vista para a Manhattan Bridge, mercado de Smorgasburg e passeio pela Brooklyn Bridge a pé. À tarde, Chelsea Market e visita ao High Line. Jantar no Meatpacking District."
ACT-002711,TRIP-78126,2023-11-14,Paris,Paris,limpo,True,Gastronomia|Natureza & Paisagem,"Pela manhã, recomendamos uma visita ao bairro de Montmartre, com suas ruas de paralelepípedo e vista privilegiada sobre a cidade. Almoço em bistrô local. À tarde, passeio pelas margens do Rio Sena e visita à Notre-Dame. Para encerrar, jantar em restaurante com vista para a Torre Eiffel iluminada."
ACT-002112,TRIP-13145,2019-01-08,Amsterdam,Amsterdam,limpo,True,Gastronomia|Arte & Museus|Compras,"<p>Neste dia, recomendamos o Museu Van Gogh pela manhã. À tarde, exploração do bairro de Jordaan, com suas boutiques e cafés. Para encerrar, degustação de queijos e genebre em estabelecimento tradicional.</p>"
ACT-003430,TRIP-15269,2023-04-05,Miami,Miami,limpo,True,Gastronomia|Arte & Museus|História & Cultura|Arquitetura,"Pela manhã, passeio pelo Art Deco Historic District em South Beach, com guia especializado em arquitetura dos anos 30. Almoço em restaurante cubano em Little Havana. À tarde, visita ao Wynwood Walls e seu impressionante museu de arte urbana ao ar livre."
ACT-003668,TRIP-59866,2022-08-09,Miami | São Paulo,Miami,normalizado,True,Gastronomia|Arte & Museus|História & Cultura|Arquitetura,"Pela manhã, passeio pelo Art Deco Historic District em South Beach, com guia especializado em arquitetura dos anos 30. Almoço em restaurante cubano em Little Havana. À tarde, visita ao Wynwood Walls e seu impressionante museu de arte urbana ao ar livre."
ACT-001609,TRIP-74922,2023-12-05,Barcelona,Barcelona,limpo,True,Gastronomia|Arte & Museus|Natureza & Paisagem|Praia & Mar,"Para este dia, sugerimos exploração do bairro de El Born com seus museus e bares. À tarde, praia de Barceloneta e passeio pelo Port Olímpic. Para encerrar, jantar de frutos do mar com vista para o Mediterrâneo."
ACT-002962,TRIP-53352,2019-11-27,Chegada e check-in em Nova York,Nova York,normalizado,True,Gastronomia|Arte & Museus|Vida Noturna|Aventura,"Pela manhã, caminhada pelo Central Park até o Metropolitan Museum of Art. Almoço no Upper East Side. À tarde, descida pela 5ª Avenida com visita ao Rockefeller Center. Para encerrar, espetáculo na Broadway."
ACT-002147,TRIP-61418,2022-01-08,Madrid,Madri,normalizado,True,História & Cultura,"Neste dia, recomendamos começar pela Plaza Mayor, centro histórico de Madri. Em seguida, visita ao Palácio Real e seus jardins. À tarde, passeio pelo bairro de La Latina com suas tascas tradicionais. Para encerrar, flamenco ao vivo."
ACT-002207,TRIP-91313,2023-05-23,Nova York,Nova York,limpo,True,Arte & Museus|História & Cultura|Natureza & Paisagem|Vida Noturna,"Pela manhã, Harlem e seus murais históricos. Visita à Apollo Theater. À tarde, Museum of Modern Art — MoMA. Para encerrar, cocktail em rooftop bar com vista para o skyline de Manhattan ao anoitecer."
ACT-000420,TRIP-99226,2022-06-22,Orlando | São Paulo,Orlando,normalizado,True,Natureza & Paisagem|Parques Temáticos,"Para este dia, sugerimos o parque Universal Studios com seus mundos temáticos imersivos. Destaque para a área de Harry Potter — Hogsmeade e Diagon Alley. À tarde, Islands of Adventure com as montanhas-russas mais emocionantes."
ACT-004872,TRIP-27613,2023-08-02,Istambul | São Paulo,Istambul,normalizado,True,História & Cultura|Praia & Mar|Aventura,"Pela manhã, visita à Mesquita Azul e à Basílica de Santa Sofia, dois monumentos a poucos metros um do outro. Em seguida, Palácio de Topkapi. À tarde, cruzeiro pelo Bósforo para ver a cidade dos dois lados — Europa e Ásia."
ACT-003286,TRIP-24401,2021-03-23,Tokyo,Tokyo,limpo,True,Natureza & Paisagem,"Neste dia, recomendamos começar pelo bairro de Harajuku e a famosa Takeshita Street. Em seguida, Meiji Shrine, santuário xintoísta em plena floresta urbana. À tarde, passeio por Omotesando e Shibuya, culminando no famoso cruzamento."
ACT-003830,TRIP-68580,2018-02-02,Veneza,Veneza,limpo,True,Arte & Museus|História & Cultura|Praia & Mar|Romance|Aventura,"Pela manhã, visita à Basílica de São Marcos e ao Palácio Ducal na Piazza San Marco. Em seguida, travessia de gôndola pelos canais mais charmosos da cidade. À tarde, excursão às ilhas de Murano, famosa pelo vidro artesanal, e Burano, com suas casas coloridas."
ACT-000456,TRIP-78202,2019-03-11,Veneza,Veneza,limpo,True,História & Cultura|Aventura,"Para este dia, sugerimos uma excursão a Verona, cidade de Romeu e Julieta, a apenas uma hora de Veneza. Visita ao anfiteatro romano, à Casa de Julieta e ao centro histórico medieval. De volta, aperitivo veneziano — cicchetti e Spritz."
ACT-004230,TRIP-52461,2018-11-18,Orlando,Orlando,limpo,True,Natureza & Paisagem|Parques Temáticos,"Para este dia, sugerimos o parque Universal Studios com seus mundos temáticos imersivos. Destaque para a área de Harry Potter — Hogsmeade e Diagon Alley. À tarde, Islands of Adventure com as montanhas-russas mais emocionantes."
ACT-004825,TRIP-35380,2023-04-20,Orlando,Orlando,limpo,True,Natureza & Paisagem|Parques Temáticos,"Para este dia, sugerimos o parque Universal Studios com seus mundos temáticos imersivos. Destaque para a área de Harry Potter — Hogsmeade e Diagon Alley. À tarde, Islands of Adventure com as montanhas-russas mais emocionantes."
ACT-001248,TRIP-87402,2022-08-13,Lisboa,Lisboa,limpo,True,Arte & Museus|História & Cultura|Compras,"Para este dia, sugerimos começar pela Avenida da Liberdade, com suas lojas de luxo. Em seguida, visita ao Chiado e ao Museu do Azulejo. À tarde, passeio de elétrico histórico pelas ruas íngremes da cidade."
ACT-002480,TRIP-67106,2021-12-27,Marrakech,Marrakech,limpo,True,Gastronomia|História & Cultura|Bem-estar,"Para este dia, sugerimos uma experiência de hammam tradicional pela manhã — terapêutico e autêntico. À tarde, aula de culinária marroquina com chef local. Para encerrar, jantar no terraço de um riad histórico."
ACT-003649,TRIP-77931,2021-04-13,Roma,Roma,limpo,True,Gastronomia|História & Cultura|Natureza & Paisagem,"Pela manhã, exploração da Via Appia Antica, a mais antiga das estradas romanas. Almoço em tratoria local. À tarde, visita às Catacumbas de São Calisto. Para encerrar, aperitivo com vista para os Foros Imperiais iluminados."
ACT-004400,TRIP-90145,2023-10-25,Cairo,Cairo,limpo,True,Gastronomia|Arte & Museus|História & Cultura|Natureza & Paisagem|Praia & Mar,"<p>Pela manhã, visita às Pirâmides de Gizé e à Esfinge — as únicas maravilhas do mundo antigo ainda de pé. Almoço com vista para as pirâmides. À tarde, Museu Egípcio do Cairo, com as máscaras e tesouros de Tutancâmon.</p>"
ACT-000755,TRIP-52056,2020-12-15,Barcelona,Barcelona,limpo,True,Gastronomia|Arte & Museus|Natureza & Paisagem|Aventura,"<p>Pela manhã, visita à Sagrada Família, a obra-prima inacabada de Gaudí. À tarde, passeio pelo Parque Güell com suas esculturas coloridas e vista para a cidade. Para encerrar, caminhada pelas Ramblas e jantar no bairro gótico.</p>"
